"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
3022,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:09:36","Morning to Afternoon","9000"
3023,"2015-12-15","Surulere","Hot Pepperoni Feast","Salami","4000",3,"09:09:36","Morning to Afternoon","12000"
3024,"2015-12-13","Lekki","Chicken Bali","Chicken","2000",1,"09:09:37","Morning to Afternoon","2000"
3025,"2015-12-15","Gbagada","Hot Pepperoni Feast","Salami","4000",5,"09:09:38","Morning to Afternoon","20000"
3026,"2015-12-09","Lekki","Extravaganza","Pepperoni/Beef","2000",3,"09:09:41","Morning to Afternoon","6000"
3027,"2015-12-08","Gbagada","Pepperoni Feast","Salami","4000",3,"09:09:42","Morning to Afternoon","12000"
3028,"2015-12-12","Lekki","Margarita","Vegetable","4000",1,"09:09:44","Morning to Afternoon","4000"
3029,"2015-12-05","Surulere","Italiano","Tomato/Cheese","3000",5,"09:09:45","Morning to Afternoon","15000"
3030,"2015-12-13","Ikoyi","Veggie Supreme","Vegetable","3000",3,"09:09:46","Morning to Afternoon","9000"
3031,"2015-12-13","Ibadan","Pepperoni Feast","Salami","4000",4,"09:09:47","Morning to Afternoon","16000"
3032,"2015-12-05","Lekki","BBQ Chicken","Chicken","4000",5,"09:09:48","Morning to Afternoon","20000"
3033,"2015-12-15","Lekki","Veggie Supreme","Vegetable","3000",2,"09:09:50","Morning to Afternoon","6000"
3034,"2015-12-12","Ikoyi","Chicken Suya","Chicken","4000",3,"09:09:51","Morning to Afternoon","12000"
3035,"2015-12-06","Ibadan","Hot Veggie","Vegetable","4000",4,"09:09:51","Morning to Afternoon","16000"
3036,"2015-12-12","Gbagada","Extravaganza","Pepperoni/Beef","2000",2,"09:09:54","Morning to Afternoon","4000"
3037,"2015-12-03","Ibadan","Hot Veggie","Vegetable","4000",2,"09:09:54","Morning to Afternoon","8000"
3038,"2015-12-08","Gbagada","BBQ Chicken","Chicken","4000",2,"09:09:54","Morning to Afternoon","8000"
3039,"2015-12-12","Lekki","Chicken Legend","Chicken","2000",4,"09:09:55","Morning to Afternoon","8000"
3040,"2015-12-08","Ikoyi","Pepperoni Feast","Salami","4000",3,"09:09:56","Morning to Afternoon","12000"
3041,"2015-12-05","Surulere","Chicken Legend","Chicken","2000",3,"09:09:57","Morning to Afternoon","6000"
3042,"2015-12-13","Ikoyi","Extravaganza","Pepperoni/Beef","2000",4,"09:09:57","Morning to Afternoon","8000"
3043,"2015-12-12","Gbagada","Chicken Suya","Chicken","4000",5,"09:09:57","Morning to Afternoon","20000"
3044,"2015-12-12","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:10:01","Morning to Afternoon","10000"
3045,"2015-12-13","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"09:10:02","Morning to Afternoon","20000"
3046,"2015-12-08","Surulere","Meatzaa","Beef","2000",1,"09:10:02","Morning to Afternoon","2000"
3047,"2015-12-05","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:10:03","Morning to Afternoon","12000"
3048,"2015-12-07","Ibadan","BBQ Philly Steak","Beef","4000",4,"09:10:04","Morning to Afternoon","16000"
3049,"2015-12-03","Ibadan","Chicken Bali","Chicken","2000",5,"09:10:04","Morning to Afternoon","10000"
3050,"2015-12-07","Lekki","Chicken Suya","Chicken","4000",2,"09:10:04","Morning to Afternoon","8000"
3051,"2015-12-12","Lekki","BBQ Philly Steak","Beef","4000",3,"09:10:04","Morning to Afternoon","12000"
3052,"2015-12-15","Ibadan","Meatzaa","Beef","2000",3,"09:10:05","Morning to Afternoon","6000"
3053,"2015-12-14","Lekki","Pepperoni Feast","Salami","4000",5,"09:10:07","Morning to Afternoon","20000"
3054,"2015-12-10","Ikoyi","Beef Suya","Beef","3000",5,"09:10:07","Morning to Afternoon","15000"
3055,"2015-12-09","Ibadan","Hot Veggie","Vegetable","4000",1,"09:10:07","Morning to Afternoon","4000"
3056,"2015-12-09","Ibadan","Extravaganza","Pepperoni/Beef","2000",5,"09:10:08","Morning to Afternoon","10000"
3057,"2015-12-10","Gbagada","BBQ Philly Steak","Beef","4000",1,"09:10:09","Morning to Afternoon","4000"
3058,"2015-12-05","Gbagada","Chicken Suya","Chicken","4000",4,"09:10:11","Morning to Afternoon","16000"
3059,"2015-12-09","Gbagada","Veggie Supreme","Vegetable","3000",1,"09:10:11","Morning to Afternoon","3000"
3060,"2015-12-13","Lekki","Beef Suya","Beef","3000",5,"09:10:12","Morning to Afternoon","15000"
3061,"2015-12-08","Surulere","Beef Suya","Beef","3000",2,"09:10:12","Morning to Afternoon","6000"
3062,"2015-12-04","Ikoyi","Chicken Legend","Chicken","2000",4,"09:10:13","Morning to Afternoon","8000"
3063,"2015-12-08","Ikoyi","BBQ Chicken","Chicken","4000",2,"09:10:13","Morning to Afternoon","8000"
3064,"2015-12-03","Gbagada","Chicken Feast","Chicken","2000",2,"09:10:13","Morning to Afternoon","4000"
3065,"2015-12-09","Ibadan","Extravaganza","Pepperoni/Beef","2000",5,"09:10:15","Morning to Afternoon","10000"
3066,"2015-12-04","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:10:17","Morning to Afternoon","12000"
3067,"2015-12-10","Ikoyi","BBQ Philly Steak","Beef","4000",3,"09:10:18","Morning to Afternoon","12000"
3068,"2015-12-05","Ikoyi","BBQ Chicken","Chicken","4000",2,"09:10:18","Morning to Afternoon","8000"
3069,"2015-12-05","Gbagada","Chicken Legend","Chicken","2000",5,"09:10:19","Morning to Afternoon","10000"
3070,"2015-12-03","Lekki","Extravaganza","Pepperoni/Beef","2000",2,"09:10:21","Morning to Afternoon","4000"
3071,"2015-12-10","Surulere","Pepperoni Feast","Salami","4000",5,"09:10:22","Morning to Afternoon","20000"
3072,"2015-12-10","Surulere","Chicken Bali","Chicken","2000",5,"09:10:23","Morning to Afternoon","10000"
3073,"2015-12-06","Ibadan","Hot Veggie","Vegetable","4000",1,"09:10:24","Morning to Afternoon","4000"
3074,"2015-12-12","Ikoyi","Pepperoni Feast","Salami","4000",5,"09:10:24","Morning to Afternoon","20000"
3075,"2015-12-08","Surulere","Italiano","Tomato/Cheese","3000",3,"09:10:24","Morning to Afternoon","9000"
3076,"2015-12-09","Gbagada","Beef Suya","Beef","3000",1,"09:10:26","Morning to Afternoon","3000"
3077,"2015-12-06","Surulere","Chicken Suya","Chicken","4000",2,"09:10:26","Morning to Afternoon","8000"
3078,"2015-12-04","Lekki","Beef Suya","Beef","3000",2,"09:10:26","Morning to Afternoon","6000"
3079,"2015-12-07","Ikoyi","Chicken Feast","Chicken","2000",2,"09:10:26","Morning to Afternoon","4000"
3080,"2015-12-11","Ibadan","Veggie Supreme","Vegetable","3000",3,"09:10:27","Morning to Afternoon","9000"
3081,"2015-12-13","Ikoyi","Hot Veggie","Vegetable","4000",5,"09:10:27","Morning to Afternoon","20000"
3082,"2015-12-09","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:10:28","Morning to Afternoon","6000"
3083,"2015-12-11","Ibadan","Hot Veggie","Vegetable","4000",5,"09:10:29","Morning to Afternoon","20000"
3084,"2015-12-15","Ibadan","Chicken Bali","Chicken","2000",2,"09:10:29","Morning to Afternoon","4000"
3085,"2015-12-13","Ikoyi","Margarita","Vegetable","4000",1,"09:10:30","Morning to Afternoon","4000"
3086,"2015-12-11","Surulere","Beef Suya","Beef","3000",1,"09:10:30","Morning to Afternoon","3000"
3087,"2015-12-04","Gbagada","Pepperoni Feast","Salami","4000",1,"09:10:30","Morning to Afternoon","4000"
3088,"2015-12-14","Lekki","Pepperoni Feast","Salami","4000",5,"09:10:30","Morning to Afternoon","20000"
3089,"2015-12-05","Surulere","Margarita","Vegetable","4000",4,"09:10:31","Morning to Afternoon","16000"
3090,"2015-12-14","Lekki","Pepperoni Feast","Salami","4000",1,"09:10:32","Morning to Afternoon","4000"
3091,"2015-12-14","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:10:35","Morning to Afternoon","16000"
3092,"2015-12-07","Gbagada","Italiano","Tomato/Cheese","3000",4,"09:10:37","Morning to Afternoon","12000"
3093,"2015-12-08","Ibadan","Pepperoni Feast","Salami","4000",1,"09:10:38","Morning to Afternoon","4000"
3094,"2015-12-10","Gbagada","Chicken Feast","Chicken","2000",4,"09:10:40","Morning to Afternoon","8000"
3095,"2015-12-06","Ikoyi","Pepperoni Feast","Salami","4000",3,"09:10:40","Morning to Afternoon","12000"
3096,"2015-12-06","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:10:40","Morning to Afternoon","16000"
3097,"2015-12-10","Gbagada","Italiano","Tomato/Cheese","3000",4,"09:10:41","Morning to Afternoon","12000"
3098,"2015-12-07","Ibadan","Hot Pepperoni Feast","Salami","4000",4,"09:10:42","Morning to Afternoon","16000"
3099,"2015-12-03","Gbagada","Beef Suya","Beef","3000",5,"09:10:43","Morning to Afternoon","15000"
3100,"2015-12-08","Ibadan","Chicken Bali","Chicken","2000",4,"09:10:43","Morning to Afternoon","8000"
3101,"2015-12-05","Surulere","Veggie Supreme","Vegetable","3000",2,"09:10:44","Morning to Afternoon","6000"
3102,"2015-12-15","Surulere","Chicken Legend","Chicken","2000",4,"09:10:45","Morning to Afternoon","8000"
3103,"2015-12-11","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:10:46","Morning to Afternoon","9000"
3104,"2015-12-10","Surulere","Meatzaa","Beef","2000",4,"09:10:47","Morning to Afternoon","8000"
3105,"2015-12-09","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:10:48","Morning to Afternoon","16000"
3106,"2015-12-05","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"09:10:51","Morning to Afternoon","20000"
3107,"2015-12-14","Gbagada","Beef Suya","Beef","3000",2,"09:10:51","Morning to Afternoon","6000"
3108,"2015-12-07","Ikoyi","Pepperoni Feast","Salami","4000",2,"09:10:51","Morning to Afternoon","8000"
3109,"2015-12-12","Surulere","Meatzaa","Beef","2000",1,"09:10:54","Morning to Afternoon","2000"
3110,"2015-12-07","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:10:54","Morning to Afternoon","9000"
3111,"2015-12-05","Gbagada","Veggie Supreme","Vegetable","3000",4,"09:10:55","Morning to Afternoon","12000"
3112,"2015-12-12","Ikoyi","Meatzaa","Beef","2000",1,"09:10:56","Morning to Afternoon","2000"
3113,"2015-12-10","Ibadan","BBQ Chicken","Chicken","4000",2,"09:10:56","Morning to Afternoon","8000"
3114,"2015-12-13","Surulere","Chicken Suya","Chicken","4000",1,"09:10:57","Morning to Afternoon","4000"
3115,"2015-12-08","Ikoyi","Hot Veggie","Vegetable","4000",5,"09:10:59","Morning to Afternoon","20000"
3116,"2015-12-08","Lekki","Extravaganza","Pepperoni/Beef","2000",5,"09:10:59","Morning to Afternoon","10000"
3117,"2015-12-11","Lekki","Chicken Legend","Chicken","2000",1,"09:11:00","Morning to Afternoon","2000"
3118,"2015-12-14","Surulere","Hot Veggie","Vegetable","4000",2,"09:11:00","Morning to Afternoon","8000"
3119,"2015-12-06","Ikoyi","Beef Suya","Beef","3000",4,"09:11:01","Morning to Afternoon","12000"
3120,"2015-12-05","Gbagada","BBQ Chicken","Chicken","4000",3,"09:11:05","Morning to Afternoon","12000"
3121,"2015-12-03","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"09:11:07","Morning to Afternoon","20000"
3122,"2015-12-12","Ibadan","Italiano","Tomato/Cheese","3000",1,"09:11:10","Morning to Afternoon","3000"
3123,"2015-12-09","Ibadan","Veggie Supreme","Vegetable","3000",5,"09:11:10","Morning to Afternoon","15000"
3124,"2015-12-09","Gbagada","BBQ Chicken","Chicken","4000",3,"09:11:12","Morning to Afternoon","12000"
3125,"2015-12-08","Ikoyi","Beef Suya","Beef","3000",1,"09:11:14","Morning to Afternoon","3000"
3126,"2015-12-03","Lekki","Chicken Feast","Chicken","2000",2,"09:11:15","Morning to Afternoon","4000"
3127,"2015-12-12","Ikoyi","BBQ Philly Steak","Beef","4000",1,"09:11:15","Morning to Afternoon","4000"
3128,"2015-12-13","Lekki","BBQ Philly Steak","Beef","4000",2,"09:11:16","Morning to Afternoon","8000"
3129,"2015-12-14","Ikoyi","Meatzaa","Beef","2000",3,"09:11:18","Morning to Afternoon","6000"
3130,"2015-12-15","Lekki","Extravaganza","Pepperoni/Beef","2000",1,"09:11:18","Morning to Afternoon","2000"
3131,"2015-12-12","Ibadan","Hot Veggie","Vegetable","4000",5,"09:11:19","Morning to Afternoon","20000"
3132,"2015-12-11","Ibadan","Chicken Suya","Chicken","4000",5,"09:11:19","Morning to Afternoon","20000"
3133,"2015-12-05","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"09:11:19","Morning to Afternoon","10000"
3134,"2015-12-06","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:11:20","Morning to Afternoon","10000"
3135,"2015-12-15","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:11:22","Morning to Afternoon","15000"
3136,"2015-12-09","Ikoyi","Margarita","Vegetable","4000",1,"09:11:22","Morning to Afternoon","4000"
3137,"2015-12-08","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:11:22","Morning to Afternoon","4000"
3138,"2015-12-14","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:11:22","Morning to Afternoon","6000"
3139,"2015-12-08","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:11:24","Morning to Afternoon","9000"
3140,"2015-12-05","Gbagada","Hot Pepperoni Feast","Salami","4000",2,"09:11:25","Morning to Afternoon","8000"
3141,"2015-12-08","Lekki","Chicken Bali","Chicken","2000",1,"09:11:25","Morning to Afternoon","2000"
3142,"2015-12-07","Surulere","Margarita","Vegetable","4000",3,"09:11:25","Morning to Afternoon","12000"
3143,"2015-12-07","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"09:11:29","Morning to Afternoon","10000"
3144,"2015-12-03","Ikoyi","BBQ Philly Steak","Beef","4000",3,"09:11:32","Morning to Afternoon","12000"
3145,"2015-12-03","Ibadan","Chicken Suya","Chicken","4000",5,"09:11:32","Morning to Afternoon","20000"
3146,"2015-12-03","Surulere","Chicken Legend","Chicken","2000",2,"09:11:32","Morning to Afternoon","4000"
3147,"2015-12-14","Lekki","Veggie Supreme","Vegetable","3000",2,"09:11:33","Morning to Afternoon","6000"
3148,"2015-12-14","Ibadan","Beef Suya","Beef","3000",1,"09:11:33","Morning to Afternoon","3000"
3149,"2015-12-07","Gbagada","Margarita","Vegetable","4000",1,"09:11:34","Morning to Afternoon","4000"
3150,"2015-12-10","Gbagada","Chicken Feast","Chicken","2000",2,"09:11:34","Morning to Afternoon","4000"
3151,"2015-12-14","Ibadan","Meatzaa","Beef","2000",3,"09:11:35","Morning to Afternoon","6000"
3152,"2015-12-11","Ikoyi","Margarita","Vegetable","4000",1,"09:11:35","Morning to Afternoon","4000"
3153,"2015-12-15","Gbagada","Extravaganza","Pepperoni/Beef","2000",2,"09:11:35","Morning to Afternoon","4000"
3154,"2015-12-05","Ibadan","Chicken Feast","Chicken","2000",2,"09:11:37","Morning to Afternoon","4000"
3155,"2015-12-08","Gbagada","Chicken Suya","Chicken","4000",5,"09:11:39","Morning to Afternoon","20000"
3156,"2015-12-08","Lekki","Margarita","Vegetable","4000",3,"09:11:39","Morning to Afternoon","12000"
3157,"2015-12-13","Lekki","Beef Suya","Beef","3000",4,"09:11:40","Morning to Afternoon","12000"
3158,"2015-12-12","Ibadan","BBQ Philly Steak","Beef","4000",1,"09:11:41","Morning to Afternoon","4000"
3159,"2015-12-13","Ibadan","Chicken Feast","Chicken","2000",1,"09:11:41","Morning to Afternoon","2000"
3160,"2015-12-14","Ibadan","BBQ Philly Steak","Beef","4000",5,"09:11:42","Morning to Afternoon","20000"
3161,"2015-12-03","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"09:11:42","Morning to Afternoon","12000"
3162,"2015-12-04","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:11:43","Morning to Afternoon","9000"
3163,"2015-12-13","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:11:45","Morning to Afternoon","9000"
3164,"2015-12-13","Surulere","Extravaganza","Pepperoni/Beef","2000",1,"09:11:45","Morning to Afternoon","2000"
3165,"2015-12-07","Ikoyi","Meatzaa","Beef","2000",2,"09:11:45","Morning to Afternoon","4000"
3166,"2015-12-11","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:11:46","Morning to Afternoon","3000"
3167,"2015-12-12","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:11:47","Morning to Afternoon","4000"
3168,"2015-12-05","Lekki","Pepperoni Feast","Salami","4000",4,"09:11:48","Morning to Afternoon","16000"
3169,"2015-12-07","Lekki","Italiano","Tomato/Cheese","3000",1,"09:11:49","Morning to Afternoon","3000"
3170,"2015-12-13","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:11:49","Morning to Afternoon","9000"
3171,"2015-12-11","Ikoyi","Chicken Suya","Chicken","4000",3,"09:11:51","Morning to Afternoon","12000"
3172,"2015-12-05","Ibadan","Italiano","Tomato/Cheese","3000",2,"09:11:51","Morning to Afternoon","6000"
3173,"2015-12-04","Gbagada","Chicken Legend","Chicken","2000",2,"09:11:53","Morning to Afternoon","4000"
3174,"2015-12-11","Ibadan","Chicken Feast","Chicken","2000",1,"09:11:56","Morning to Afternoon","2000"
3175,"2015-12-09","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:11:56","Morning to Afternoon","6000"
3176,"2015-12-04","Lekki","Hot Veggie","Vegetable","4000",5,"09:11:56","Morning to Afternoon","20000"
3177,"2015-12-09","Gbagada","Meatzaa","Beef","2000",5,"09:11:58","Morning to Afternoon","10000"
3178,"2015-12-14","Surulere","Margarita","Vegetable","4000",4,"09:12:00","Morning to Afternoon","16000"
3179,"2015-12-03","Lekki","Margarita","Vegetable","4000",5,"09:12:01","Morning to Afternoon","20000"
3180,"2015-12-04","Ibadan","Pepperoni Feast","Salami","4000",1,"09:12:02","Morning to Afternoon","4000"
3181,"2015-12-10","Ikoyi","Extravaganza","Pepperoni/Beef","2000",5,"09:12:02","Morning to Afternoon","10000"
3182,"2015-12-06","Gbagada","Meatzaa","Beef","2000",3,"09:12:03","Morning to Afternoon","6000"
3183,"2015-12-03","Ikoyi","BBQ Chicken","Chicken","4000",4,"09:12:03","Morning to Afternoon","16000"
3184,"2015-12-13","Surulere","Margarita","Vegetable","4000",2,"09:12:04","Morning to Afternoon","8000"
3185,"2015-12-03","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:12:06","Morning to Afternoon","15000"
3186,"2015-12-12","Ikoyi","BBQ Chicken","Chicken","4000",3,"09:12:08","Morning to Afternoon","12000"
3187,"2015-12-04","Gbagada","Chicken Legend","Chicken","2000",4,"09:12:09","Morning to Afternoon","8000"
3188,"2015-12-14","Ibadan","Hot Veggie","Vegetable","4000",1,"09:12:09","Morning to Afternoon","4000"
3189,"2015-12-05","Gbagada","Beef Suya","Beef","3000",5,"09:12:11","Morning to Afternoon","15000"
3190,"2015-12-08","Ibadan","Chicken Bali","Chicken","2000",1,"09:12:11","Morning to Afternoon","2000"
3191,"2015-12-09","Surulere","Chicken Bali","Chicken","2000",2,"09:12:13","Morning to Afternoon","4000"
3192,"2015-12-05","Ibadan","Chicken Bali","Chicken","2000",5,"09:12:18","Morning to Afternoon","10000"
3193,"2015-12-13","Lekki","Chicken Suya","Chicken","4000",4,"09:12:18","Morning to Afternoon","16000"
3194,"2015-12-08","Ibadan","Beef Suya","Beef","3000",1,"09:12:18","Morning to Afternoon","3000"
3195,"2015-12-07","Ibadan","Chicken Feast","Chicken","2000",3,"09:12:18","Morning to Afternoon","6000"
3196,"2015-12-04","Ikoyi","Pepperoni Feast","Salami","4000",1,"09:12:19","Morning to Afternoon","4000"
3197,"2015-12-08","Lekki","Veggie Supreme","Vegetable","3000",3,"09:12:20","Morning to Afternoon","9000"
3198,"2015-12-04","Gbagada","Italiano","Tomato/Cheese","3000",5,"09:12:21","Morning to Afternoon","15000"
3199,"2015-12-06","Gbagada","Veggie Supreme","Vegetable","3000",1,"09:12:21","Morning to Afternoon","3000"
3200,"2015-12-03","Surulere","Chicken Legend","Chicken","2000",5,"09:12:22","Morning to Afternoon","10000"
3201,"2015-12-13","Lekki","Italiano","Tomato/Cheese","3000",3,"09:12:23","Morning to Afternoon","9000"
3202,"2015-12-07","Ibadan","Italiano","Tomato/Cheese","3000",2,"09:12:24","Morning to Afternoon","6000"
3203,"2015-12-07","Surulere","Beef Suya","Beef","3000",5,"09:12:25","Morning to Afternoon","15000"
3204,"2015-12-09","Ikoyi","Extravaganza","Pepperoni/Beef","2000",2,"09:12:25","Morning to Afternoon","4000"
3205,"2015-12-03","Ikoyi","Beef Suya","Beef","3000",5,"09:12:26","Morning to Afternoon","15000"
3206,"2015-12-11","Ikoyi","Extravaganza","Pepperoni/Beef","2000",4,"09:12:28","Morning to Afternoon","8000"
3207,"2015-12-10","Lekki","Italiano","Tomato/Cheese","3000",2,"09:12:29","Morning to Afternoon","6000"
3208,"2015-12-03","Surulere","Italiano","Tomato/Cheese","3000",3,"09:12:30","Morning to Afternoon","9000"
3209,"2015-12-04","Ikoyi","Veggie Supreme","Vegetable","3000",3,"09:12:31","Morning to Afternoon","9000"
3210,"2015-12-13","Lekki","Veggie Supreme","Vegetable","3000",1,"09:12:31","Morning to Afternoon","3000"
3211,"2015-12-10","Ikoyi","Pepperoni Feast","Salami","4000",3,"09:12:32","Morning to Afternoon","12000"
3212,"2015-12-05","Gbagada","Hot Veggie","Vegetable","4000",3,"09:12:33","Morning to Afternoon","12000"
3213,"2015-12-06","Lekki","Veggie Supreme","Vegetable","3000",5,"09:12:35","Morning to Afternoon","15000"
3214,"2015-12-05","Surulere","Italiano","Tomato/Cheese","3000",2,"09:12:35","Morning to Afternoon","6000"
3215,"2015-12-12","Ikoyi","Italiano","Tomato/Cheese","3000",1,"09:12:36","Morning to Afternoon","3000"
3216,"2015-12-14","Ibadan","Veggie Supreme","Vegetable","3000",1,"09:12:39","Morning to Afternoon","3000"
3217,"2015-12-08","Lekki","Hot Pepperoni Feast","Salami","4000",2,"09:12:40","Morning to Afternoon","8000"
3218,"2015-12-11","Ikoyi","Hot Pepperoni Feast","Salami","4000",2,"09:12:41","Morning to Afternoon","8000"
3219,"2015-12-05","Surulere","Pepperoni Feast","Salami","4000",2,"09:12:45","Morning to Afternoon","8000"
3220,"2015-12-11","Ibadan","Veggie Supreme","Vegetable","3000",3,"09:12:47","Morning to Afternoon","9000"
3221,"2015-12-07","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:12:49","Morning to Afternoon","3000"
3222,"2015-12-07","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:12:50","Morning to Afternoon","9000"
3223,"2015-12-05","Lekki","Italiano","Tomato/Cheese","3000",4,"09:12:51","Morning to Afternoon","12000"
3224,"2015-12-09","Lekki","Chicken Legend","Chicken","2000",4,"09:12:52","Morning to Afternoon","8000"
3225,"2015-12-15","Gbagada","Chicken Suya","Chicken","4000",2,"09:12:53","Morning to Afternoon","8000"
3226,"2015-12-12","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:12:53","Morning to Afternoon","15000"
3227,"2015-12-05","Ibadan","Chicken Legend","Chicken","2000",3,"09:12:54","Morning to Afternoon","6000"
3228,"2015-12-05","Lekki","Meatzaa","Beef","2000",2,"09:12:55","Morning to Afternoon","4000"
3229,"2015-12-14","Ibadan","Chicken Suya","Chicken","4000",1,"09:12:55","Morning to Afternoon","4000"
3230,"2015-12-09","Lekki","Extravaganza","Pepperoni/Beef","2000",4,"09:12:56","Morning to Afternoon","8000"
3231,"2015-12-14","Lekki","BBQ Chicken","Chicken","4000",4,"09:12:57","Morning to Afternoon","16000"
3232,"2015-12-04","Ibadan","Chicken Feast","Chicken","2000",4,"09:12:57","Morning to Afternoon","8000"
3233,"2015-12-14","Ibadan","Pepperoni Feast","Salami","4000",1,"09:12:57","Morning to Afternoon","4000"
3234,"2015-12-03","Ibadan","Chicken Bali","Chicken","2000",3,"09:13:00","Morning to Afternoon","6000"
3235,"2015-12-08","Gbagada","Chicken Feast","Chicken","2000",1,"09:13:01","Morning to Afternoon","2000"
3236,"2015-12-05","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:13:04","Morning to Afternoon","6000"
3237,"2015-12-13","Gbagada","Chicken Suya","Chicken","4000",1,"09:13:04","Morning to Afternoon","4000"
3238,"2015-12-06","Ikoyi","Margarita","Vegetable","4000",2,"09:13:05","Morning to Afternoon","8000"
3239,"2015-12-14","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:13:05","Morning to Afternoon","15000"
3240,"2015-12-06","Ikoyi","Italiano","Tomato/Cheese","3000",5,"09:13:06","Morning to Afternoon","15000"
3241,"2015-12-05","Gbagada","BBQ Chicken","Chicken","4000",5,"09:13:07","Morning to Afternoon","20000"
3242,"2015-12-14","Surulere","Chicken Bali","Chicken","2000",4,"09:13:10","Morning to Afternoon","8000"
3243,"2015-12-04","Gbagada","Veggie Supreme","Vegetable","3000",3,"09:13:10","Morning to Afternoon","9000"
3244,"2015-12-06","Surulere","Extravaganza","Pepperoni/Beef","2000",3,"09:13:10","Morning to Afternoon","6000"
3245,"2015-12-09","Lekki","Extravaganza","Pepperoni/Beef","2000",4,"09:13:11","Morning to Afternoon","8000"
3246,"2015-12-11","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:13:11","Morning to Afternoon","3000"
3247,"2015-12-04","Ikoyi","Hot Pepperoni Feast","Salami","4000",2,"09:13:14","Morning to Afternoon","8000"
3248,"2015-12-13","Gbagada","Chicken Suya","Chicken","4000",4,"09:13:15","Morning to Afternoon","16000"
3249,"2015-12-07","Gbagada","Margarita","Vegetable","4000",4,"09:13:15","Morning to Afternoon","16000"
3250,"2015-12-12","Surulere","Beef Suya","Beef","3000",4,"09:13:15","Morning to Afternoon","12000"
3251,"2015-12-04","Lekki","Extravaganza","Pepperoni/Beef","2000",2,"09:13:15","Morning to Afternoon","4000"
3252,"2015-12-06","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:13:16","Morning to Afternoon","15000"
3253,"2015-12-09","Lekki","BBQ Philly Steak","Beef","4000",5,"09:13:18","Morning to Afternoon","20000"
3254,"2015-12-08","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:13:20","Morning to Afternoon","6000"
3255,"2015-12-13","Ibadan","Chicken Suya","Chicken","4000",1,"09:13:20","Morning to Afternoon","4000"
3256,"2015-12-08","Gbagada","Hot Veggie","Vegetable","4000",4,"09:13:21","Morning to Afternoon","16000"
3257,"2015-12-15","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:13:22","Morning to Afternoon","6000"
3258,"2015-12-10","Gbagada","Hot Veggie","Vegetable","4000",3,"09:13:22","Morning to Afternoon","12000"
3259,"2015-12-12","Surulere","Chicken Suya","Chicken","4000",3,"09:13:23","Morning to Afternoon","12000"
3260,"2015-12-10","Gbagada","Hot Veggie","Vegetable","4000",1,"09:13:23","Morning to Afternoon","4000"
3261,"2015-12-10","Surulere","Chicken Legend","Chicken","2000",4,"09:13:25","Morning to Afternoon","8000"
3262,"2015-12-11","Ikoyi","Chicken Feast","Chicken","2000",5,"09:13:25","Morning to Afternoon","10000"
3263,"2015-12-08","Gbagada","Meatzaa","Beef","2000",4,"09:13:27","Morning to Afternoon","8000"
